"GeneID","Essential","Class","Complex","Phenotype","Motif","Chromosome","Function"
"G237732","Non-Essential","?","?","?","?",2,"TRANSCRIPTION"
"G237743","Essential","?","?","Nucleic acid metabolism defects","PS00141",14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G237743","Essential","?","?","Nucleic acid metabolism defects","PS00141",14,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G237743","Essential","?","?","Nucleic acid metabolism defects","PS00141",14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237743","Essential","?","?","Nucleic acid metabolism defects","PS00141",14,"METABOLISM"
"G237743","Essential","?","?","Nucleic acid metabolism defects","PS00141",14,"PROTEIN SYNTHESIS"
"G237743","Essential","?","?","Nucleic acid metabolism defects","PS00141",14,"TRANSCRIPTION"
"G237760","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G237760","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237760","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","?",4,"METABOLISM"
"G237760","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","?",4,"PROTEIN DESTINATION"
"G237760","Non-Essential","?","?","Cell morphology and organelle mutants","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G237760","Non-Essential","?","?","Cell morphology and organelle mutants","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237760","Non-Essential","?","?","Cell morphology and organelle mutants","?",4,"METABOLISM"
"G237760","Non-Essential","?","?","Cell morphology and organelle mutants","?",4,"PROTEIN DESTINATION"
"G237760","Non-Essential","?","?","Conditional phenotypes","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G237760","Non-Essential","?","?","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237760","Non-Essential","?","?","Conditional phenotypes","?",4,"METABOLISM"
"G237760","Non-Essential","?","?","Conditional phenotypes","?",4,"PROTEIN DESTINATION"
"G237778","?","?","?","?","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237778","?","?","?","?","?",7,"PROTEIN SYNTHESIS"
"G237803","Non-Essential","?","?","?","?",13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237803","Non-Essential","?","?","?","?",13,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G237803","Non-Essential","?","?","?","?",13,"PROTEIN DESTINATION"
"G237824","Non-Essential","?","?","Cell morphology and organelle mutants","?",14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237824","Non-Essential","?","?","Cell morphology and organelle mutants","?",14,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G237824","Non-Essential","?","?","Cell morphology and organelle mutants","?",14,"PROTEIN DESTINATION"
"G237833","Non-Essential","?","?","?","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237833","Non-Essential","?","?","?","?",5,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G237833","Non-Essential","?","?","?","?",5,"PROTEIN DESTINATION"
"G237843","Non-Essential","?","?","Cell cycle defects","?",12,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G237843","Non-Essential","?","?","Cell cycle defects","?",12,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237845","Essential","?","?","Auxotrophies, carbon and","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237845","Essential","?","?","Auxotrophies, carbon and","?",4,"METABOLISM"
"G237845","Essential","?","?","Cell morphology and organelle mutants","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237845","Essential","?","?","Cell morphology and organelle mutants","?",4,"METABOLISM"
"G237857","Non-Essential","?","?","Cell morphology and organelle mutants","?",16,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G237857","Non-Essential","?","?","Cell morphology and organelle mutants","?",16,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237857","Non-Essential","?","?","Cell morphology and organelle mutants","?",16,"PROTEIN DESTINATION"
"G237857","Non-Essential","?","?","Stress response defects","?",16,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G237857","Non-Essential","?","?","Stress response defects","?",16,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237857","Non-Essential","?","?","Stress response defects","?",16,"PROTEIN DESTINATION"
"G237865","Non-Essential","?","?","Cell morphology and organelle mutants","?",2,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G237865","Non-Essential","?","?","Cell morphology and organelle mutants","?",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237865","Non-Essential","?","?","Cell morphology and organelle mutants","?",2,"PROTEIN DESTINATION"
"G237865","Non-Essential","?","?","Stress response defects","?",2,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G237865","Non-Essential","?","?","Stress response defects","?",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237865","Non-Essential","?","?","Stress response defects","?",2,"PROTEIN DESTINATION"
"G237879","Essential","?","?","?","PS00017",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G237879","Essential","?","?","?","PS00017",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237879","Essential","?","?","?","PS01215",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G237879","Essential","?","?","?","PS01215",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237884","Non-Essential","?","?","?","?",12,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G237884","Non-Essential","?","?","?","?",12,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237892","Non-Essential","?","?","Cell morphology and organelle mutants","PS00678",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237892","Non-Essential","?","?","Cell morphology and organelle mutants","PS00678",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G237892","Non-Essential","?","?","Cell morphology and organelle mutants","PS00678",4,"PROTEIN DESTINATION"
"G237896","Non-Essential","?","?","?","PS00071",10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237896","Non-Essential","?","?","?","PS00071",10,"ENERGY"
"G237896","Non-Essential","?","?","?","PS00071",10,"METABOLISM"
"G237916","Essential","?","?","?","?",8,"TRANSCRIPTION"
"G237936","Non-Essential","?","?","Cell morphology and organelle mutants","?",15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G237936","Non-Essential","?","?","Cell morphology and organelle mutants","?",15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237936","Non-Essential","?","?","Sensitivity to aminoacid analogs and other drugs","?",15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G237936","Non-Essential","?","?","Sensitivity to aminoacid analogs and other drugs","?",15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237936","Non-Essential","?","?","Sensitivity to antibiotics","?",15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G237936","Non-Essential","?","?","Sensitivity to antibiotics","?",15,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237945","Non-Essential","?","?","?","PS00443",16,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237945","Non-Essential","?","?","?","PS00443",16,"METABOLISM"
"G237969","Essential","?","?","?","?",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237969","Essential","?","?","?","?",3,"PROTEIN DESTINATION"
"G237982","Non-Essential","?","?","?","PS00801",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237982","Non-Essential","?","?","?","PS00801",2,"ENERGY"
"G237982","Non-Essential","?","?","?","PS00801",2,"METABOLISM"
"G237982","Non-Essential","?","?","?","PS00802",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G237982","Non-Essential","?","?","?","PS00802",2,"ENERGY"
"G237982","Non-Essential","?","?","?","PS00802",2,"METABOLISM"
"G238014","Non-Essential","?","?","Cell morphology and organelle mutants","PS00455",1,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G238014","Non-Essential","?","?","Cell morphology and organelle mutants","PS00455",1,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238014","Non-Essential","?","?","Cell morphology and organelle mutants","PS00455",1,"ENERGY"
"G238014","Non-Essential","?","?","Cell morphology and organelle mutants","PS00455",1,"METABOLISM"
"G238014","Non-Essential","?","?","Unknown","PS00455",1,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G238014","Non-Essential","?","?","Unknown","PS00455",1,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238014","Non-Essential","?","?","Unknown","PS00455",1,"ENERGY"
"G238014","Non-Essential","?","?","Unknown","PS00455",1,"METABOLISM"
"G238024","Non-Essential","?","?","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238024","Non-Essential","?","?","Conditional phenotypes","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238033","Essential","?","?","Conditional phenotypes","PS00014",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238033","Essential","?","?","Conditional phenotypes","PS00014",3,"METABOLISM"
"G238033","Essential","?","?","Conditional phenotypes","PS00014",3,"PROTEIN DESTINATION"
"G238033","Essential","?","?","Conditional phenotypes","PS00194",3,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238033","Essential","?","?","Conditional phenotypes","PS00194",3,"METABOLISM"
"G238033","Essential","?","?","Conditional phenotypes","PS00194",3,"PROTEIN DESTINATION"
"G238035","Non-Essential","?","?","?","PS00014",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238035","Non-Essential","?","?","?","PS00014",4,"PROTEIN DESTINATION"
"G238049","Non-Essential","?","?","Auxotrophies, carbon and","?",12,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238049","Non-Essential","?","?","Auxotrophies, carbon and","?",12,"TRANSCRIPTION"
"G238061","?","?","?","Cell morphology and organelle mutants","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238061","?","?","?","Cell morphology and organelle mutants","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238061","?","?","?","Cell morphology and organelle mutants","?",7,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238061","?","?","?","Conditional phenotypes","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238061","?","?","?","Conditional phenotypes","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238061","?","?","?","Conditional phenotypes","?",7,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238069","Non-Essential","?","?","Cell morphology and organelle mutants","PS00017",12,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G238069","Non-Essential","?","?","Cell morphology and organelle mutants","PS00017",12,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238069","Non-Essential","?","?","Cell morphology and organelle mutants","PS00017",12,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238069","Non-Essential","?","?","Cell morphology and organelle mutants","PS00410",12,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G238069","Non-Essential","?","?","Cell morphology and organelle mutants","PS00410",12,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238069","Non-Essential","?","?","Cell morphology and organelle mutants","PS00410",12,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238069","Non-Essential","?","?","Mating and sporulation defects","PS00017",12,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G238069","Non-Essential","?","?","Mating and sporulation defects","PS00017",12,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238069","Non-Essential","?","?","Mating and sporulation defects","PS00017",12,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238069","Non-Essential","?","?","Mating and sporulation defects","PS00410",12,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G238069","Non-Essential","?","?","Mating and sporulation defects","PS00410",12,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238069","Non-Essential","?","?","Mating and sporulation defects","PS00410",12,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238102","Non-Essential","?","?","Cell morphology and organelle mutants","?",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238102","Non-Essential","?","?","Cell morphology and organelle mutants","?",2,"IONIC HOMEOSTASIS"
"G238102","Non-Essential","?","?","Cell morphology and organelle mutants","?",2,"PROTEIN DESTINATION"
"G238102","Non-Essential","?","?","Cell morphology and organelle mutants","?",2,"PROTEIN SYNTHESIS"
"G238117","Essential","?","?","Conditional phenotypes","PS00017",12,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238117","Essential","?","?","Conditional phenotypes","PS00017",12,"TRANSCRIPTION"
"G238136","Essential","?","?","Cell cycle defects","?",13,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238136","Essential","?","?","Cell cycle defects","?",13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238136","Essential","?","?","Cell morphology and organelle mutants","?",13,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238136","Essential","?","?","Cell morphology and organelle mutants","?",13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238136","Essential","?","?","Conditional phenotypes","?",13,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238136","Essential","?","?","Conditional phenotypes","?",13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238149","Non-Essential","?","?","?","?",11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238149","Non-Essential","?","?","?","?",11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238149","Non-Essential","?","?","?","?",11,"TRANSCRIPTION"
"G238172","Non-Essential","?","?","?","PS00013",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238172","Non-Essential","?","?","?","PS00013",4,"METABOLISM"
"G238190","Non-Essential","?","?","?","?",5,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238190","Non-Essential","?","?","?","?",5,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G238190","Non-Essential","?","?","?","?",5,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION"
"G238190","Non-Essential","?","?","?","?",5,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238191","Essential","?","?","Cell cycle defects","PS00141",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238191","Essential","?","?","Cell cycle defects","PS00141",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238191","Essential","?","?","Cell cycle defects","PS00141",4,"TRANSCRIPTION"
"G238191","Essential","?","?","Conditional phenotypes","PS00141",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238191","Essential","?","?","Conditional phenotypes","PS00141",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238191","Essential","?","?","Conditional phenotypes","PS00141",4,"TRANSCRIPTION"
"G238191","Essential","?","?","Nucleic acid metabolism defects","PS00141",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238191","Essential","?","?","Nucleic acid metabolism defects","PS00141",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238191","Essential","?","?","Nucleic acid metabolism defects","PS00141",4,"TRANSCRIPTION"
"G238191","Essential","?","?","Unknown","PS00141",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238191","Essential","?","?","Unknown","PS00141",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238191","Essential","?","?","Unknown","PS00141",4,"TRANSCRIPTION"
"G238195","Essential","?","?","?","?",14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238195","Essential","?","?","?","?",14,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238234","Non-Essential","?","?","Conditional phenotypes","PS00017",14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238234","Non-Essential","?","?","Conditional phenotypes","PS00017",14,"TRANSCRIPTION"
"G238234","Non-Essential","?","?","Conditional phenotypes","PS00039",14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238234","Non-Essential","?","?","Conditional phenotypes","PS00039",14,"TRANSCRIPTION"
"G238235","Non-Essential","?","?","Auxotrophies, carbon and","?",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238235","Non-Essential","?","?","Auxotrophies, carbon and","?",2,"IONIC HOMEOSTASIS"
"G238235","Non-Essential","?","?","Auxotrophies, carbon and","?",2,"PROTEIN DESTINATION"
"G238238","Non-Essential","?","?","Conditional phenotypes","?",13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238238","Non-Essential","?","?","Conditional phenotypes","?",13,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238238","Non-Essential","?","?","Conditional phenotypes","?",13,"PROTEIN DESTINATION"
"G238282","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","PS00191",13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238282","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","PS00191",13,"METABOLISM"
"G238295","Essential","?","?","Conditional phenotypes","?",10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238295","Essential","?","?","Conditional phenotypes","?",10,"TRANSCRIPTION"
"G238307","Non-Essential","?","?","?","?",9,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238307","Non-Essential","?","?","?","?",9,"TRANSCRIPTION"
"G238387","Non-Essential","?","?","?","?",14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238387","Non-Essential","?","?","?","?",14,"METABOLISM"
"G238391","Essential","?","?","?","?",13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238391","Essential","?","?","?","?",13,"TRANSCRIPTION"
"G238392","Non-Essential","?","?","Cell cycle defects","?",13,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238392","Non-Essential","?","?","Cell cycle defects","?",13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238392","Non-Essential","?","?","Conditional phenotypes","?",13,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238392","Non-Essential","?","?","Conditional phenotypes","?",13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238415","Non-Essential","?","?","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238415","Non-Essential","?","?","?","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238415","Non-Essential","?","?","?","?",4,"TRANSCRIPTION"
"G238448","Non-Essential","?","?","?","?",12,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238448","Non-Essential","?","?","?","?",12,"ENERGY"
"G238448","Non-Essential","?","?","?","?",12,"METABOLISM"
"G238472","Non-Essential","?","?","Nucleic acid metabolism defects","PS00678",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238472","Non-Essential","?","?","Nucleic acid metabolism defects","PS00678",2,"TRANSCRIPTION"
"G238498","Essential","?","?","?","PS00188",14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238498","Essential","?","?","?","PS00188",14,"METABOLISM"
"G238498","Essential","?","?","?","PS00866",14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238498","Essential","?","?","?","PS00866",14,"METABOLISM"
"G238498","Essential","?","?","?","PS00867",14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238498","Essential","?","?","?","PS00867",14,"METABOLISM"
"G238510","Essential","?","?","Conditional phenotypes","?",5,"TRANSCRIPTION"
"G238527","Non-Essential","?","?","?","?",10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238527","Non-Essential","?","?","?","?",10,"METABOLISM"
"G238527","Non-Essential","?","?","?","?",10,"PROTEIN DESTINATION"
"G238540","Non-Essential","?","?","?","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238540","Non-Essential","?","?","?","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238564","Non-Essential","?","?","Nucleic acid metabolism defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238564","Non-Essential","?","?","Nucleic acid metabolism defects","?",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G238564","Non-Essential","?","?","Nucleic acid metabolism defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238564","Non-Essential","?","?","Nucleic acid metabolism defects","?",4,"TRANSCRIPTION"
"G238564","Non-Essential","?","?","Stress response defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238564","Non-Essential","?","?","Stress response defects","?",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G238564","Non-Essential","?","?","Stress response defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238564","Non-Essential","?","?","Stress response defects","?",4,"TRANSCRIPTION"
"G238567","Non-Essential","?","?","Cell cycle defects","?",2,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238567","Non-Essential","?","?","Cell cycle defects","?",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238567","Non-Essential","?","?","Cell morphology and organelle mutants","?",2,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238567","Non-Essential","?","?","Cell morphology and organelle mutants","?",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238610","Essential","?","?","?","?",1,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238610","Essential","?","?","?","?",1,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238621","Non-Essential","?","?","?","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238621","Non-Essential","?","?","?","?",7,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238621","Non-Essential","?","?","?","?",7,"PROTEIN DESTINATION"
"G238637","Essential","?","?","?","?",2,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238637","Essential","?","?","?","?",2,"TRANSCRIPTION"
"G238640","Non-Essential","?","?","?","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238640","Non-Essential","?","?","?","?",4,"PROTEIN DESTINATION"
"G238643","Essential","?","?","Cell cycle defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238643","Essential","?","?","Cell cycle defects","?",4,"PROTEIN DESTINATION"
"G238643","Essential","?","?","Nucleic acid metabolism defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238643","Essential","?","?","Nucleic acid metabolism defects","?",4,"PROTEIN DESTINATION"
"G238677","Non-Essential","?","?","Nucleic acid metabolism defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238677","Non-Essential","?","?","Nucleic acid metabolism defects","?",4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING"
"G238677","Non-Essential","?","?","Nucleic acid metabolism defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238677","Non-Essential","?","?","Nucleic acid metabolism defects","?",4,"PROTEIN DESTINATION"
"G238677","Non-Essential","?","?","Nucleic acid metabolism defects","?",4,"TRANSCRIPTION"
"G238695","Non-Essential","?","?","?","PS00105",11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238695","Non-Essential","?","?","?","PS00105",11,"METABOLISM"
"G238695","Non-Essential","?","?","?","PS00343",11,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238695","Non-Essential","?","?","?","PS00343",11,"METABOLISM"
"G238704","Essential","?","?","?","?",14,"TRANSCRIPTION"
"G238715","Non-Essential","?","?","Cell cycle defects","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238715","Non-Essential","?","?","Cell cycle defects","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238715","Non-Essential","?","?","Cell cycle defects","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238715","Non-Essential","?","?","Conditional phenotypes","?",4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238715","Non-Essential","?","?","Conditional phenotypes","?",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238715","Non-Essential","?","?","Conditional phenotypes","?",4,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS"
"G238740","Essential","?","?","?","PS01082",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238740","Essential","?","?","?","PS01082",4,"TRANSCRIPTION"
"G238760","Non-Essential","?","?","?","?",15,"TRANSCRIPTION"
"G238786","Non-Essential","?","?","Cell morphology and organelle mutants","?",10,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238786","Non-Essential","?","?","Cell morphology and organelle mutants","?",10,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G238786","Non-Essential","?","?","Cell morphology and organelle mutants","?",10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238786","Non-Essential","?","?","Cell morphology and organelle mutants","?",10,"METABOLISM"
"G238786","Non-Essential","?","?","Cell morphology and organelle mutants","?",10,"PROTEIN DESTINATION"
"G238786","Non-Essential","?","?","Sensitivity to antibiotics","?",10,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238786","Non-Essential","?","?","Sensitivity to antibiotics","?",10,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)"
"G238786","Non-Essential","?","?","Sensitivity to antibiotics","?",10,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238786","Non-Essential","?","?","Sensitivity to antibiotics","?",10,"METABOLISM"
"G238786","Non-Essential","?","?","Sensitivity to antibiotics","?",10,"PROTEIN DESTINATION"
"G238789","Non-Essential","?","?","Cell cycle defects","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238789","Non-Essential","?","?","Nucleic acid metabolism defects","?",7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS"
"G238793","Essential","?","?","Nucleic acid metabolism defects","?",7,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238793","Essential","?","?","Nucleic acid metabolism defects","?",7,"TRANSCRIPTION"
"G238857","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","PS00133",4,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)"
"G238857","Non-Essential","?","?","Carbohydrate and lipid biosynthesis defects","PS00133",4,"METABOLISM"
