"session_id","sequence_order","category_a","category_b","category_c","category_d"
"u34286",3,"A00003","B00012","C00074","D23095"
"u34287",1,"A00003","B00012","C00048","D30825"
"u34287",2,"A00002","B00007","C00016","D01569"
"u34288",1,"A00002","B00002","C00002","D14945"
"u34288",2,"A00002","B00002","C00002","D06058"
"u34289",1,"A00002","B00002","C00002","D14945"
"u34289",2,"A00002","B00001","C00059","D15019"
"u34290",1,"A00003","B00022","C00131","D15242"
"u34290",2,"A00003","B00022","C00074","D03672"
"u34290",3,"A00003","B00022","C00074","D07286"
"u34290",4,"A00003","B00022","C00074","D15248"
"u34291",1,"A00003","B00022","C00131","D15255"
"u34291",2,"A00003","B00022","C00131","D15256"
"u34291",3,"A00003","B00022","C00131","D15258"
"u34292",1,"A00002","B00006","C00030","D16245"
"u34293",1,"A00003","B00022","C00131","D16532"
"u34294",1,"A00002","B00003","C00005","D14100"
"u34294",2,"A00002","B00003","C00005","D14106"
"u34294",3,"A00002","B00003","C00005","D14107"
"u34295",1,"A00002","B00003","C00005","D03674"
"u34295",2,"A00002","B00003","C00005","D14110"
"u34295",3,"A00002","B00003","C00005","D14118"
"u34296",1,"A00002","B00003","C00005","D14177"
"u34296",2,"A00002","B00003","C00006","D14181"
"u34297",1,"A00002","B00003","C00014","D15004"
"u34298",1,"A00002","B00003","C00014","D09071"
"u34299",1,"A00006","B00053","C00096","D24695"
"u34300",1,"A00002","B00005","C00013","D03974"
"u34300",2,"A00002","B00002","C00007","D15249"
"u34301",1,"A00002","B00002","C00009","D14112"
"u34302",1,"A00002","B00005","C00057","D07058"
"u34303",1,"A00002","B00006","C00015","D15494"
"u34303",2,"A00002","B00001","C00123","D01401"
"u34303",3,"A00002","B00001","C00059","D13674"
"u34303",4,"A00002","B00001","C00059","D05738"
"u34303",5,"A00002","B00001","C00059","D01334"
"u34303",6,"A00002","B00001","C00049","D17012"
"u34303",7,"A00002","B00002","C00007","D17013"
"u34304",1,"A00001","B00001","C00182","D23741"
"u34304",2,"A00001","B00001","C00182","D23748"
"u34304",3,"A00001","B00001","C00182","D17020"
"u34304",4,"A00001","B00001","C00182","D23749"
"u34304",5,"A00001","B00001","C00182","D18102"
"u34304",6,"A00001","B00001","C00182","D19720"
"u34304",7,"A00002","B00003","C00005","D02075"
"u34305",1,"A00002","B00002","C00003","D07483"
"u34305",2,"A00002","B00002","C00003","D23638"
"u34305",3,"A00002","B00002","C00003","D22299"
"u34306",1,"A00002","B00002","C00003","D07483"
"u34307",1,"A00002","B00002","C00007","D24519"
"u34307",2,"A00002","B00002","C00007","D19053"
"u34307",3,"A00002","B00002","C00007","D18237"
"u34307",4,"A00002","B00002","C00007","D26598"
"u34307",5,"A00002","B00003","C00037","D16111"
"u34307",6,"A00002","B00002","C00007","D19145"
"u34308",1,"A00002","B00001","C00100","D02053"
"u34308",2,"A00002","B00001","C00100","D32293"
"u34309",1,"A00002","B00001","C00123","D14123"
"u34309",2,"A00002","B00001","C00123","D01401"
"u34310",1,"A00003","B00022","C00036","D14137"
"u34311",1,"A00003","B00022","C00048","D14186"
"u34312",1,"A00003","B00022","C00048","D09023"
"u34312",2,"A00003","B00022","C00048","D14285"
"u34312",3,"A00003","B00022","C00048","D07849"
"u34313",1,"A00003","B00022","C00048","D14892"
"u34314",1,"A00003","B00022","C00048","D15119"
"u34314",2,"A00003","B00022","C00048","D15123"
"u34315",1,"A00003","B00022","C00048","D15137"
"u34315",2,"A00003","B00022","C00048","D10220"
"u34316",1,"A00003","B00022","C00048","D15127"
"u34317",1,"A00002","B00002","C00007","D01922"
"u34317",2,"A00002","B00002","C00007","D14283"
"u34317",3,"A00002","B00002","C00007","D14273"
"u34318",1,"A00002","B00002","C00007","D14273"
"u34319",1,"A00002","B00002","C00007","D14273"
"u34320",1,"A00002","B00002","C00007","D14305"
"u34320",2,"A00002","B00002","C00007","D01922"
"u34320",3,"A00002","B00002","C00007","D14273"
"u34321",1,"A00002","B00002","C00007","D01922"
"u34322",1,"A00002","B00002","C00007","D16397"
"u34322",2,"A00002","B00002","C00007","D16399"
"u34323",1,"A00002","B00002","C00007","D16406"
"u34324",1,"A00002","B00002","C00009","D02477"
"u34325",1,"A00002","B00002","C00009","D31438"
"u34325",2,"A00002","B00002","C00007","D31439"
"u34326",1,"A00011","B00077","C00362","D24379"
"u34327",1,"A00002","B00010","C00095","D14274"
"u34327",2,"A00002","B00010","C00095","D14275"
"u34328",1,"A00002","B00002","C00012","D14509"
"u34329",1,"A00002","B00002","C00012","D14532"
"u34330",1,"A00002","B00002","C00007","D00505"
"u34331",1,"A00002","B00002","C00011","D14295"
"u34332",1,"A00002","B00001","C00010","D11584"
"u34333",1,"A00002","B00007","C00024","D14322"
"u34333",2,"A00002","B00007","C00024","D09663"
"u34334",1,"A00004","B00014","C00083","D14918"
"u34335",1,"A00003","B00020","C00052","D16574"
"u34335",2,"A00003","B00020","C00052","D13483"
"u34335",3,"A00002","B00002","C00003","D16583"
"u34336",1,"A00002","B00002","C00003","D16933"
"u34336",2,"A00002","B00002","C00003","D16936"
"u34336",3,"A00002","B00002","C00003","D16940"
"u34337",1,"A00002","B00004","C00210","D26236"
"u34338",1,"A00002","B00002","C00002","D03233"
"u34339",1,"A00001","B00004","C00132","D10499"
"u34340",1,"A00002","B00002","C00007","D14345"
"u34341",1,"A00002","B00017","C00045","D14342"
"u34341",2,"A00002","B00005","C00013","D16359"
"u34342",1,"A00003","B00012","C00048","D15216"
"u34342",2,"A00003","B00012","C00048","D05375"
"u34343",1,"A00003","B00012","C00048","D15216"
"u34344",1,"A00003","B00012","C00051","D15257"
"u34345",1,"A00003","B00012","C00048","D10310"
"u34345",2,"A00003","B00012","C00048","D15273"
"u34346",1,"A00003","B00012","C00048","D02094"
"u34346",2,"A00003","B00012","C00048","D15353"
"u34346",3,"A00003","B00012","C00048","D10310"
"u34346",4,"A00003","B00012","C00048","D15263"
"u34347",1,"A00003","B00012","C00048","D10310"
"u34348",1,"A00002","B00002","C00007","D01948"
"u34348",2,"A00002","B00003","C00005","D15569"
"u34349",1,"A00002","B00003","C00014","D15617"
"u34350",1,"A00002","B00003","C00014","D15621"
"u34351",1,"A00002","B00001","C00059","D06180"
"u34352",1,"A00002","B00001","C00010","D06466"
"u34353",1,"A00002","B00003","C00074","D17516"
"u34353",2,"A00002","B00003","C00074","D17517"
"u34353",3,"A00002","B00001","C00010","D17519"
"u34353",4,"A00002","B00001","C00010","D01080"
"u34354",1,"A00002","B00002","C00022","D17552"
"u34354",2,"A00002","B00002","C00022","D17596"
"u34355",1,"A00002","B00002","C00022","D17568"
"u34356",1,"A00002","B00001","C00010","D17756"
"u34356",2,"A00002","B00003","C00074","D17762"
"u34356",3,"A00002","B00001","C00010","D17764"
"u34356",4,"A00002","B00001","C00053","D17769"
"u34356",5,"A00002","B00001","C00053","D17773"
"u34356",6,"A00002","B00001","C00053","D00172"
"u34356",7,"A00002","B00002","C00022","D17779"
"u34357",1,"A00002","B00001","C00010","D06466"
"u34358",1,"A00002","B00004","C00018","D19762"
"u34358",2,"A00002","B00004","C00018","D08044"
"u34359",1,"A00002","B00004","C00018","D19809"
"u34359",2,"A00002","B00004","C00018","D08044"
"u34359",3,"A00002","B00004","C00018","D19762"
"u34359",4,"A00002","B00004","C00337","D19814"
"u34360",1,"A00002","B00004","C00018","D19809"
"u34361",1,"A00002","B00001","C00053","D25631"
"u34361",2,"A00002","B00001","C00053","D25633"
"u34361",3,"A00002","B00001","C00053","D01557"
"u34362",1,"A00002","B00001","C00053","D25640"
"u34363",1,"A00002","B00001","C00049","D06747"
"u34363",2,"A00002","B00001","C00053","D25663"
"u34364",1,"A00002","B00001","C00020","D25689"
"u34365",1,"A00002","B00003","C00074","D25715"
"u34366",1,"A00002","B00001","C00020","D25734"
"u34367",1,"A00002","B00001","C00150","D25754"
"u34367",2,"A00002","B00001","C00053","D25755"
"u34367",3,"A00002","B00001","C00053","D25757"
"u34368",1,"A00002","B00001","C00053","D27696"
"u34369",1,"A00002","B00001","C00049","D20623"
"u34370",1,"A00002","B00001","C00123","D27786"
"u34371",1,"A00003","B00028","C00179","D28392"
"u34372",1,"A00002","B00003","C00006","D30571"
"u34373",1,"A00002","B00002","C00002","D31337"
"u34374",1,"A00002","B00007","C00024","D31431"
"u34374",2,"A00002","B00007","C00024","D02608"
"u34375",1,"A00002","B00003","C00006","D28465"
"u34375",2,"A00002","B00003","C00014","D31451"
"u34375",3,"A00002","B00003","C00006","D31454"
"u34376",1,"A00002","B00003","C00006","D00628"
"u34376",2,"A00002","B00003","C00014","D28077"
"u34377",1,"A00002","B00001","C00123","D08503"
"u34378",1,"A00001","B00004","C00093","D14369"
"u34378",2,"A00001","B00004","C00093","D14375"
"u34378",3,"A00001","B00004","C00093","D14379"
"u34379",1,"A00002","B00003","C00005","D14373"
"u34379",2,"A00002","B00001","C00020","D14377"
"u34379",3,"A00002","B00001","C00020","D14378"
"u34379",4,"A00002","B00001","C00020","D14371"
"u34379",5,"A00003","B00022","C00028","D14381"
"u34380",1,"A00002","B00002","C00004","D14396"
"u34381",1,"A00002","B00003","C00005","D29957"
"u34381",2,"A00002","B00003","C00005","D28140"
"u34382",1,"A00002","B00002","C00004","D14396"
"u34383",1,"A00002","B00003","C00079","D02751"
"u34383",2,"A00002","B00003","C00006","D00600"
"u34383",3,"A00002","B00003","C00005","D29957"
"u34383",4,"A00002","B00003","C00006","D14617"
"u34383",5,"A00002","B00002","C00003","D29999"
"u34383",6,"A00002","B00002","C00003","D30001"
"u34384",1,"A00002","B00002","C00003","D16187"
"u34384",2,"A00002","B00002","C00003","D06878"
"u34385",1,"A00003","B00012","C00048","D12479"
"u34386",1,"A00002","B00002","C00007","D02355"
"u34387",1,"A00001","B00004","C00066","D14413"
"u34387",2,"A00001","B00004","C00066","D14417"
"u34387",3,"A00001","B00004","C00066","D13066"
"u34387",4,"A00001","B00004","C00066","D14421"
"u34387",5,"A00001","B00004","C00066","D14427"
"u34388",1,"A00002","B00003","C00014","D14418"
"u34388",2,"A00002","B00003","C00014","D00700"
"u34388",3,"A00002","B00003","C00014","D09280"
"u34389",1,"A00002","B00002","C00002","D14426"
"u34390",1,"A00002","B00016","C00044","D15114"
"u34390",2,"A00002","B00002","C00002","D15118"
"u34390",3,"A00002","B00002","C00002","D15120"
"u34391",1,"A00004","B00014","C00109","D17033"
"u34391",2,"A00004","B00014","C00109","D17034"
"u34392",1,"A00002","B00005","C00057","D14445"
"u34392",2,"A00002","B00005","C00057","D02484"
"u34393",1,"A00002","B00005","C00125","D00938"
"u34393",2,"A00002","B00005","C00057","D01814"
"u34394",1,"A00002","B00002","C00022","D14459"
"u34394",2,"A00002","B00002","C00022","D14461"
"u34394",3,"A00002","B00002","C00022","D14463"
"u34395",1,"A00002","B00011","C00212","D15034"
"u34395",2,"A00002","B00005","C00056","D15037"
"u34395",3,"A00002","B00002","C00011","D14295"
"u34395",4,"A00002","B00002","C00002","D15059"
"u34395",5,"A00002","B00011","C00180","D15061"
"u34395",6,"A00002","B00002","C00009","D14051"
"u34396",1,"A00002","B00002","C00002","D13127"
"u34396",2,"A00002","B00001","C00059","D16863"
"u34396",3,"A00002","B00001","C00059","D00260"
"u34397",1,"A00002","B00003","C00079","D14462"
"u34398",1,"A00002","B00011","C00126","D14465"
"u34399",1,"A00002","B00011","C00126","D14475"
"u34399",2,"A00002","B00011","C00126","D14480"
"u34400",1,"A00002","B00003","C00006","D23881"
"u34400",2,"A00002","B00003","C00006","D00309"
"u34400",3,"A00002","B00003","C00006","D23884"
"u34400",4,"A00002","B00003","C00006","D23891"
"u34400",5,"A00002","B00003","C00006","D01448"
"u34400",6,"A00002","B00003","C00006","D01622"
"u34401",1,"A00002","B00001","C00100","D24335"
"u34402",1,"A00003","B00021","C00064","D13691"
"u34402",2,"A00002","B00003","C00005","D11654"
"u34403",1,"A00009","B00052","C00222","D14486"
"u34404",1,"A00009","B00052","C00222","D24255"
"u34405",1,"A00009","B00052","C00222","D24262"
"u34406",1,"A00003","B00004","C00197","D26051"
"u34407",1,"A00001","B00001","C00020","D14488"
"u34407",2,"A00001","B00009","C00028","D11567"
"u34407",3,"A00001","B00009","C00032","D14499"
"u34408",1,"A00001","B00015","C00103","D14498"
"u34409",1,"A00001","B00037","C00147","D14501"
"u34410",1,"A00002","B00001","C00177","D14070"
"u34410",2,"A00002","B00001","C00049","D14510"
"u34410",3,"A00002","B00003","C00006","D05964"
"u34411",1,"A00002","B00001","C00177","D14528"
"u34412",1,"A00002","B00001","C00177","D14537"
"u34413",1,"A00002","B00002","C00002","D14518"
"u34413",2,"A00002","B00002","C00002","D14523"
"u34414",1,"A00002","B00002","C00007","D15385"
"u34414",2,"A00002","B00002","C00002","D32853"
"u34415",1,"A00002","B00002","C00022","D15408"
"u34415",2,"A00002","B00002","C00002","D15409"
"u34416",1,"A00002","B00002","C00009","D15419"
"u34417",1,"A00002","B00007","C00021","D20834"
"u34418",1,"A00002","B00002","C00003","D01457"
"u34419",1,"A00002","B00002","C00002","D12390"
"u34420",1,"A00003","B00022","C00048","D18928"
"u34420",2,"A00003","B00022","C00048","D11276"
"u34420",3,"A00003","B00022","C00048","D18935"
"u34420",4,"A00003","B00022","C00048","D18945"
"u34420",5,"A00003","B00022","C00048","D18947"
"u34420",6,"A00003","B00022","C00048","D18961"
"u34420",7,"A00003","B00022","C00048","D18966"
"u34420",8,"A00003","B00022","C00048","D15119"
"u34420",9,"A00003","B00022","C00048","D18989"
"u34420",10,"A00003","B00012","C00051","D18991"
"u34420",11,"A00003","B00022","C00048","D14882"
"u34421",1,"A00003","B00022","C00048","D19149"
"u34421",2,"A00003","B00022","C00048","D19160"
"u34421",3,"A00003","B00022","C00048","D19167"
"u34421",4,"A00003","B00022","C00048","D19170"
"u34421",5,"A00003","B00022","C00048","D19048"
"u34421",6,"A00003","B00022","C00048","D19083"
"u34422",1,"A00003","B00022","C00048","D18704"
"u34422",2,"A00003","B00022","C00048","D19232"
"u34423",1,"A00002","B00006","C00030","D30281"
"u34423",2,"A00002","B00006","C00015","D30284"
"u34423",3,"A00002","B00006","C00015","D30285"
"u34423",4,"A00002","B00006","C00030","D30287"
"u34423",5,"A00002","B00006","C00015","D30289"
"u34424",1,"A00002","B00006","C00030","D27640"
"u34425",1,"A00002","B00006","C00030","D30300"
"u34425",2,"A00002","B00006","C00030","D30302"
"u34426",1,"A00003","B00022","C00048","D35241"
"u34426",2,"A00003","B00022","C00048","D33480"
"u34426",3,"A00003","B00022","C00048","D35174"
"u34427",1,"A00002","B00003","C00014","D14572"
"u34427",2,"A00002","B00003","C00014","D12067"
"u34428",1,"A00002","B00002","C00003","D12310"
"u34428",2,"A00002","B00002","C00003","D11094"
"u34428",3,"A00002","B00002","C00003","D01005"
"u34428",4,"A00002","B00002","C00003","D04586"
"u34428",5,"A00002","B00002","C00003","D14573"
"u34428",6,"A00002","B00002","C00003","D14575"
"u34428",7,"A00002","B00002","C00003","D14578"
"u34428",8,"A00002","B00002","C00003","D13904"
"u34428",9,"A00002","B00002","C00003","D14580"
"u34429",1,"A00002","B00002","C00003","D14581"
"u34430",1,"A00002","B00006","C00030","D14596"
"u34430",2,"A00002","B00006","C00030","D14597"
"u34431",1,"A00002","B00002","C00003","D21423"
"u34431",2,"A00002","B00002","C00003","D21425"
"u34431",3,"A00002","B00002","C00003","D21427"
"u34432",1,"A00001","B00015","C00043","D30137"
"u34432",2,"A00001","B00015","C00043","D30139"
"u34433",1,"A00001","B00001","C00001","D10241"
"u34433",2,"A00001","B00001","C00001","D26910"
"u34433",3,"A00001","B00001","C00001","D32292"
"u34434",1,"A00002","B00003","C00074","D33818"
"u34435",1,"A00001","B00001","C00012","D14579"
"u34435",2,"A00001","B00001","C00019","D18401"
"u34436",1,"A00003","B00012","C00028","D03967"
"u34437",1,"A00003","B00012","C00051","D17990"
"u34437",2,"A00003","B00012","C00051","D17983"
"u34437",3,"A00003","B00012","C00051","D34893"
"u34438",1,"A00003","B00012","C00051","D17983"
"u34439",1,"A00002","B00002","C00003","D00890"
"u34440",1,"A00002","B00002","C00007","D17518"
"u34441",1,"A00002","B00002","C00003","D13306"
"u34442",1,"A00002","B00016","C00091","D18201"
"u34443",1,"A00002","B00016","C00091","D15966"
"u34444",1,"A00002","B00016","C00127","D18209"
"u34445",1,"A00002","B00002","C00004","D01131"
"u34445",2,"A00002","B00002","C00007","D19372"
"u34445",3,"A00002","B00002","C00004","D00840"
"u34445",4,"A00002","B00002","C00002","D19375"
"u34445",5,"A00002","B00002","C00004","D19377"
"u34445",6,"A00002","B00002","C00004","D19378"
"u34445",7,"A00002","B00002","C00003","D19380"
"u34445",8,"A00002","B00002","C00003","D19382"
"u34445",9,"A00002","B00002","C00003","D19383"
"u34445",10,"A00002","B00002","C00003","D02472"
"u34445",11,"A00002","B00002","C00003","D19384"
"u34446",1,"A00002","B00016","C00044","D30713"
"u34447",1,"A00002","B00016","C00044","D24798"
"u34448",1,"A00002","B00002","C00007","D35112"
"u34449",1,"A00002","B00001","C00059","D14599"
"u34449",2,"A00002","B00001","C00059","D14601"
"u34449",3,"A00002","B00001","C00059","D14602"
"u34449",4,"A00002","B00003","C00014","D11692"
"u34449",5,"A00002","B00003","C00006","D10340"
"u34449",6,"A00002","B00003","C00014","D03324"
"u34449",7,"A00002","B00003","C00006","D14603"
"u34450",1,"A00003","B00012","C00048","D24072"
"u34451",1,"A00002","B00003","C00014","D00332"
"u34451",2,"A00002","B00003","C00014","D04917"
"u34451",3,"A00002","B00003","C00014","D00738"
"u34452",1,"A00002","B00003","C00014","D25090"
"u34453",1,"A00002","B00003","C00014","D00738"
"u34453",2,"A00002","B00003","C00014","D26395"
"u34453",3,"A00002","B00003","C00014","D22790"
"u34453",4,"A00002","B00003","C00014","D00332"
"u34454",1,"A00002","B00003","C00014","D02458"
"u34454",2,"A00002","B00003","C00014","D26439"
"u34455",1,"A00002","B00006","C00030","D14607"
"u34456",1,"A00002","B00004","C00060","D14608"
"u34457",1,"A00003","B00012","C00048","D09317"
"u34457",2,"A00003","B00035","C00302","D14621"
"u34458",1,"A00002","B00017","C00045","D00479"
"u34458",2,"A00002","B00007","C00016","D04630"
"u34459",1,"A00002","B00006","C00015","D14610"
"u34460",1,"A00002","B00002","C00009","D14656"
"u34460",2,"A00002","B00002","C00009","D14657"
"u34461",1,"A00002","B00002","C00003","D14612"
"u34461",2,"A00002","B00002","C00009","D14327"
"u34461",3,"A00002","B00002","C00009","D00801"
"u34461",4,"A00002","B00002","C00004","D10124"
"u34461",5,"A00002","B00002","C00003","D14613"
"u34461",6,"A00002","B00016","C00044","D00958"
"u34461",7,"A00002","B00003","C00014","D04078"
"u34462",1,"A00002","B00003","C00006","D14617"
"u34462",2,"A00002","B00003","C00006","D14618"
"u34463",1,"A00002","B00003","C00014","D09280"
"u34464",1,"A00002","B00002","C00007","D15336"
"u34464",2,"A00002","B00002","C00007","D08620"
"u34465",1,"A00002","B00003","C00014","D21813"
"u34465",2,"A00002","B00003","C00005","D21816"
"u34466",1,"A00002","B00003","C00014","D10752"
"u34467",1,"A00002","B00003","C00014","D00738"
"u34467",2,"A00002","B00003","C00014","D01659"
"u34468",1,"A00002","B00003","C00006","D14617"
"u34468",2,"A00002","B00003","C00014","D28434"
"u34468",3,"A00002","B00003","C00014","D23951"
"u34469",1,"A00002","B00001","C00100","D28660"
"u34470",1,"A00002","B00007","C00021","D14638"
"u34471",1,"A00002","B00001","C00010","D14643"
"u34472",1,"A00001","B00027","C00082","D05354"
"u34473",1,"A00002","B00005","C00013","D14659"
"u34473",2,"A00002","B00005","C00013","D05769"
"u34474",1,"A00002","B00002","C00003","D15337"
"u34474",2,"A00002","B00002","C00002","D00550"
"u34475",1,"A00001","B00009","C00028","D04564"
"u34476",1,"A00002","B00002","C00002","D14667"
"u34477",1,"A00002","B00002","C00002","D17921"
"u34477",2,"A00002","B00002","C00002","D07361"
"u34477",3,"A00002","B00002","C00002","D24613"
"u34478",1,"A00002","B00002","C00002","D29233"
"u34479",1,"A00002","B00016","C00063","D14712"
"u34479",2,"A00002","B00016","C00044","D14718"
"u34480",1,"A00003","B00012","C00048","D17540"
"u34481",1,"A00003","B00012","C00051","D17589"
"u34482",1,"A00003","B00012","C00048","D17540"
"u34483",1,"A00003","B00012","C00051","D15063"
"u34484",1,"A00003","B00012","C00051","D01074"
"u34485",1,"A00002","B00007","C00016","D16879"
"u34485",2,"A00002","B00003","C00005","D01338"
"u34485",3,"A00002","B00016","C00091","D15966"
"u34485",4,"A00002","B00016","C00044","D12939"
"u34486",1,"A00003","B00012","C00048","D04298"
"u34487",1,"A00002","B00011","C00173","D12043"
"u34488",1,"A00002","B00007","C00023","D14690"
"u34488",2,"A00002","B00007","C00023","D14694"
"u34488",3,"A00002","B00007","C00023","D14706"
"u34488",4,"A00002","B00007","C00023","D14708"
"u34488",5,"A00002","B00007","C00023","D14711"
"u34489",1,"A00002","B00002","C00003","D14691"
"u34490",1,"A00002","B00007","C00024","D14714"
"u34490",2,"A00002","B00007","C00041","D14716"
"u34491",1,"A00002","B00007","C00041","D00133"
"u34491",2,"A00002","B00007","C00041","D14722"
"u34492",1,"A00002","B00005","C00057","D13349"
"u34493",1,"A00002","B00005","C00057","D02476"
"u34493",2,"A00002","B00005","C00057","D05994"
"u34494",1,"A00002","B00001","C00059","D04562"
"u34495",1,"A00003","B00022","C00073","D14763"
"u34496",1,"A00003","B00022","C00074","D14793"
"u34497",1,"A00003","B00012","C00073","D09434"
"u34497",2,"A00003","B00012","C00073","D16010"
"u34498",1,"A00003","B00022","C00036","D00888"
"u34498",2,"A00003","B00022","C00036","D18144"
"u34498",3,"A00003","B00022","C00036","D18145"
"u34498",4,"A00003","B00022","C00036","D18146"
"u34499",1,"A00003","B00022","C00036","D26687"
"u34500",1,"A00003","B00022","C00036","D17574"
"u34500",2,"A00003","B00022","C00036","D16308"
"u34501",1,"A00002","B00002","C00002","D28746"
"u34501",2,"A00002","B00002","C00002","D20743"
"u34502",1,"A00003","B00012","C00146","D16666"
"u34503",1,"A00003","B00022","C00048","D29417"
"u34503",2,"A00003","B00022","C00048","D29422"
"u34504",1,"A00003","B00022","C00048","D29427"
"u34505",1,"A00003","B00012","C00051","D29436"
"u34505",2,"A00003","B00012","C00073","D29439"
"u34505",3,"A00003","B00022","C00048","D29422"
"u34506",1,"A00002","B00002","C00002","D29926"
"u34506",2,"A00002","B00002","C00002","D01695"
"u34507",1,"A00002","B00007","C00016","D14746"
"u34507",2,"A00002","B00007","C00016","D06828"
"u34507",3,"A00002","B00007","C00016","D06726"
"u34508",1,"A00002","B00003","C00006","D14751"
"u34508",2,"A00002","B00003","C00006","D04798"
"u34509",1,"A00002","B00003","C00006","D14751"
"u34510",1,"A00002","B00016","C00044","D14758"
"u34511",1,"A00001","B00001","C00001","D18678"
"u34512",1,"A00002","B00001","C00150","D18517"
"u34512",2,"A00001","B00001","C00019","D02668"
"u34512",3,"A00001","B00001","C00001","D18678"
"u34513",1,"A00002","B00016","C00044","D20178"
"u34513",2,"A00002","B00016","C00070","D20180"
"u34514",1,"A00001","B00009","C00186","D15031"
"u34514",2,"A00001","B00009","C00186","D20305"
"u34514",3,"A00001","B00009","C00186","D20307"
"u34514",4,"A00001","B00009","C00186","D19702"
"u34514",5,"A00001","B00009","C00186","D19695"
"u34515",1,"A00001","B00001","C00001","D18678"
"u34516",1,"A00002","B00001","C00150","D03811"
"u34517",1,"A00001","B00009","C00186","D23380"
"u34517",2,"A00001","B00009","C00186","D18698"
"u34517",3,"A00001","B00009","C00186","D32394"
"u34518",1,"A00001","B00001","C00020","D32396"
"u34519",1,"A00001","B00015","C00021","D14796"
"u34519",2,"A00001","B00015","C00021","D14797"
"u34519",3,"A00001","B00015","C00021","D14789"
"u34520",1,"A00002","B00005","C00057","D14787"
"u34521",1,"A00002","B00005","C00058","D10904"
"u34522",1,"A00002","B00002","C00007","D25064"
"u34522",2,"A00002","B00002","C00007","D19145"
"u34523",1,"A00002","B00016","C00063","D14788"
"u34523",2,"A00002","B00016","C00063","D05783"
"u34524",1,"A00002","B00005","C00056","D22825"
"u34524",2,"A00002","B00005","C00057","D01814"
"u34524",3,"A00002","B00005","C00057","D13396"
"u34525",1,"A00002","B00003","C00046","D32297"
"u34526",1,"A00001","B00001","C00092","D18356"
"u34527",1,"A00002","B00002","C00003","D20436"
"u34528",1,"A00002","B00002","C00007","D03024"
"u34529",1,"A00002","B00002","C00007","D34390"
"u34529",2,"A00002","B00002","C00007","D31863"
"u34529",3,"A00002","B00002","C00007","D02820"
"u34530",1,"A00002","B00005","C00057","D06976"
"u34530",2,"A00002","B00002","C00003","D14806"
"u34531",1,"A00002","B00005","C00057","D05994"
"u34532",1,"A00002","B00007","C00016","D20826"
"u34533",1,"A00002","B00003","C00012","D10464"
"u34533",2,"A00002","B00003","C00079","D24445"
"u34533",3,"A00001","B00001","C00092","D26745"
"u34534",1,"A00001","B00015","C00042","D14804"
"u34534",2,"A00001","B00001","C00001","D03591"
"u34534",3,"A00001","B00001","C00001","D14805"
"u34535",1,"A00001","B00001","C00019","D08700"
"u34535",2,"A00001","B00001","C00001","D05865"
"u34535",3,"A00001","B00001","C00001","D02495"
"u34536",1,"A00001","B00015","C00042","D14804"
"u34536",2,"A00001","B00001","C00001","D02495"
"u34537",1,"A00001","B00001","C00001","D03589"
"u34538",1,"A00001","B00015","C00042","D15684"
"u34538",2,"A00001","B00015","C00042","D15685"
"u34538",3,"A00001","B00015","C00042","D15686"
"u34538",4,"A00001","B00015","C00042","D15688"
"u34539",1,"A00001","B00001","C00001","D15703"
"u34539",2,"A00001","B00027","C00082","D09504"
"u34539",3,"A00001","B00027","C00082","D15705"
"u34539",4,"A00001","B00027","C00082","D15709"
"u34539",5,"A00001","B00027","C00082","D06125"
"u34539",6,"A00001","B00027","C00082","D08910"
"u34539",7,"A00001","B00027","C00082","D15720"
"u34539",8,"A00001","B00027","C00082","D15722"
"u34539",9,"A00001","B00027","C00082","D15723"
"u34540",1,"A00001","B00037","C00113","D15727"
"u34540",2,"A00001","B00037","C00113","D15728"
"u34541",1,"A00001","B00015","C00042","D16229"
"u34541",2,"A00001","B00015","C00042","D16230"
"u34541",3,"A00001","B00015","C00042","D16231"
"u34542",1,"A00001","B00001","C00001","D02495"
"u34543",1,"A00001","B00001","C00001","D02857"
"u34544",1,"A00001","B00001","C00019","D14807"
"u34545",1,"A00001","B00004","C00066","D16653"
"u34545",2,"A00001","B00004","C00066","D16654"
"u34545",3,"A00001","B00004","C00066","D16655"
"u34545",4,"A00001","B00004","C00066","D16656"
"u34545",5,"A00001","B00004","C00066","D16657"
"u34545",6,"A00001","B00004","C00066","D16660"
"u34545",7,"A00001","B00004","C00066","D16661"
"u34545",8,"A00001","B00004","C00066","D16662"
"u34546",1,"A00001","B00004","C00066","D16655"
"u34546",2,"A00001","B00004","C00066","D22171"
"u34546",3,"A00001","B00004","C00066","D22172"
"u34546",4,"A00001","B00004","C00066","D22174"
"u34546",5,"A00001","B00004","C00066","D22175"
"u34546",6,"A00001","B00004","C00066","D22176"
"u34546",7,"A00001","B00004","C00066","D22177"
"u34547",1,"A00001","B00001","C00020","D22225"
"u34547",2,"A00001","B00001","C00019","D18058"
"u34547",3,"A00001","B00001","C00019","D22226"
"u34548",1,"A00002","B00007","C00016","D22129"
"u34548",2,"A00002","B00007","C00016","D28849"
"u34549",1,"A00002","B00007","C00012","D14816"
"u34550",1,"A00004","B00014","C00109","D14831"
"u34550",2,"A00004","B00014","C00109","D13220"
"u34550",3,"A00004","B00014","C00109","D14833"
"u34550",4,"A00004","B00014","C00109","D13864"
"u34550",5,"A00004","B00014","C00109","D13232"
